source,target,weight,annee,mois,commentaire
LYON PART DIEU,NANTES,92.2,2015,8,
NÎMES,CLERMONT FERRAND,83.9,2015,8,
BOULOGNE,PARIS NORD,93.1,2015,8,
LIMOGES,BORDEAUX ST JEAN,93.5,2015,8,
PARIS AUSTERLITZ,ORLÉANS,83.3,2015,5,
BORDEAUX ST JEAN,NANTES,77.3,2015,6,
CLERMONT FERRAND,PARIS BERCY,87.1,2015,5,
BOURGES,PARIS AUSTERLITZ,79.8,2015,6,
LYON PART DIEU,NANTES,89.4,2015,6,
PARIS NORD,MAUBEUGE,83.0,2015,5,
MAUBEUGE,PARIS NORD,85.9,2015,6,
BÉZIERS,CLERMONT FERRAND,96.7,2015,6,
BOULOGNE,PARIS NORD,85.7,2015,6,
PARIS NORD,BOULOGNE,72.7,2015,5,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,79.1,2015,7,
PARIS ST LAZARE,ROUEN,92.0,2015,7,
PARIS NORD,BOULOGNE,88.1,2016,3,
PARIS ST LAZARE,CAEN,86.8,2016,3,
PARIS ST LAZARE,LE HAVRE,89.3,2016,3,
PARIS ST LAZARE,ROUEN,92.5,2016,3,
TOURS,PARIS AUSTERLITZ,87.0,2016,3,
BORDEAUX ST JEAN,NANTES,81.6,2016,4,
CAEN,PARIS ST LAZARE,87.4,2016,4,
TOULOUSE MATABIAU,HENDAYE,78.4,2016,4,
TOURS,PARIS AUSTERLITZ,93.9,2016,4,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,96.3,2016,4,
BORDEAUX ST JEAN,LIMOGES,82.6,2016,5,
CAEN,PARIS ST LAZARE,90.4,2016,5,
HENDAYE,TOULOUSE MATABIAU,78.5,2016,5,
PARIS NORD,AMIENS,80.7,2016,5,
PARIS NORD,BOULOGNE,83.3,2016,5,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,86.5,2016,5,
PARIS ST LAZARE,ROUEN,90.0,2016,5,
PARIS VAUGIRARD,GRANVILLE,83.4,2016,5,
BOURGES,PARIS AUSTERLITZ,76.4,2016,6,
CAEN,PARIS ST LAZARE,81.4,2016,6,
CLERMONT FERRAND,NÎMES,90.0,2016,6,
NÎMES,CLERMONT FERRAND,72.7,2016,6,
PARIS AUSTERLITZ,CERBERE,62.5,2016,6,
PARIS EST,BELFORT,64.0,2016,6,
PARIS NORD,AMIENS,72.0,2016,6,
PARIS ST LAZARE,CAEN,81.3,2016,6,
PARIS ST LAZARE,CHERBOURG,71.1,2016,6,
PARIS ST LAZARE,LE HAVRE,76.3,2016,6,
PARIS AUSTERLITZ,ORLÉANS,87.6,2015,8,
PARIS ST LAZARE,CHERBOURG,89.3,2015,7,
BORDEAUX ST JEAN,NICE,66.0,2015,8,
LE HAVRE,PARIS ST LAZARE,90.6,2015,8,
PARIS ST LAZARE,CAEN,92.9,2015,8,
NICE,BORDEAUX ST JEAN,68.6,2015,8,
ROUEN,PARIS ST LAZARE,93.4,2015,7,
MAUBEUGE,PARIS NORD,90.1,2015,7,
NEVERS,PARIS BERCY,88.4,2015,8,
TROYES,PARIS EST,91.8,2015,7,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,84.6,2014,12,
TOULOUSE MATABIAU,HENDAYE,92.1,2014,12,
BORDEAUX ST JEAN,NANTES,90.1,2015,1,
CLERMONT FERRAND,PARIS BERCY,90.1,2015,1,
CERBERE,PARIS AUSTERLITZ,90.7,2015,1,
NANTES,BORDEAUX ST JEAN,76.1,2015,1,
TOURS,PARIS AUSTERLITZ,79.8,2014,12,
PARIS EST,TROYES,86.9,2014,12,
TOURS,CAEN,82.1,2014,12,
CAEN,TOURS,95.5,2015,1,
BOURGES,PARIS AUSTERLITZ,86.6,2015,5,
CERBERE,PARIS AUSTERLITZ,88.6,2015,5,
PARIS ST LAZARE,CAEN,91.4,2015,5,
PARIS BERCY,CLERMONT FERRAND,88.3,2015,5,
CLERMONT FERRAND,BÉZIERS,90.3,2015,5,
NICE,BORDEAUX ST JEAN,88.7,2015,5,
LYON PART DIEU,NANTES,91.8,2015,5,
MAUBEUGE,PARIS NORD,85.5,2015,5,
CAEN,TOURS,92.6,2015,5,
BORDEAUX ST JEAN,LIMOGES,100.0,2015,5,
ORLÉANS,PARIS AUSTERLITZ,74.4,2014,11,
PARIS VAUGIRARD,GRANVILLE,84.2,2014,11,
PARIS ST LAZARE,ROUEN,92.5,2014,11,
GRANVILLE,PARIS VAUGIRARD,88.0,2014,12,
CLERMONT FERRAND,BÉZIERS,93.5,2014,12,
PARIS BERCY,CLERMONT FERRAND,88.6,2014,12,
CLERMONT FERRAND,NÎMES,83.3,2014,12,
AMIENS,PARIS NORD,74.3,2014,12,
PARIS EST,TROYES,87.0,2014,11,
CAEN,TOURS,78.3,2014,12,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,91.2,2015,6,
HENDAYE,TOULOUSE MATABIAU,94.1,2015,6,
GRANVILLE,PARIS VAUGIRARD,90.9,2015,7,
LE HAVRE,PARIS ST LAZARE,89.8,2015,7,
PARIS BERCY,CLERMONT FERRAND,82.7,2015,6,
BOULOGNE,PARIS NORD,91.4,2015,7,
AMIENS,PARIS NORD,79.6,2015,6,
PARIS EST,BELFORT,86.2,2015,6,
LIMOGES,BORDEAUX ST JEAN,100.0,2015,7,
CLERMONT FERRAND,NÎMES,,2015,6,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,90.1,2015,2,
PARIS VAUGIRARD,GRANVILLE,93.9,2015,2,
CLERMONT FERRAND,PARIS BERCY,92.7,2015,3,
LE HAVRE,PARIS ST LAZARE,90.0,2015,3,
ROUEN,PARIS ST LAZARE,88.4,2015,3,
PARIS NORD,MAUBEUGE,89.8,2015,2,
BOULOGNE,PARIS NORD,91.4,2015,3,
NEVERS,PARIS BERCY,89.2,2015,3,
BELFORT,PARIS EST,90.3,2015,4,
BORDEAUX ST JEAN,LIMOGES,100.0,2015,3,
TOULOUSE MATABIAU,HENDAYE,94.3,2015,1,
LE HAVRE,PARIS ST LAZARE,87.4,2015,2,
PARIS BERCY,CLERMONT FERRAND,91.5,2015,2,
NICE,BORDEAUX ST JEAN,88.0,2015,2,
PARIS NORD,MAUBEUGE,91.9,2015,1,
CAEN,PARIS ST LAZARE,91.4,2015,2,
LIMOGES,BORDEAUX ST JEAN,89.3,2015,2,
NÎMES,CLERMONT FERRAND,94.1,2015,1,
NEVERS,PARIS BERCY,92.9,2015,1,
TOURS,CAEN,91.9,2015,1,
PARIS VAUGIRARD,GRANVILLE,93.6,2015,4,
BORDEAUX ST JEAN,NICE,81.0,2015,5,
CHERBOURG,PARIS ST LAZARE,93.9,2016,7,
CLERMONT FERRAND,NÎMES,89.7,2016,7,
NANTES,BORDEAUX ST JEAN,75.3,2016,7,
PARIS BERCY,CLERMONT FERRAND,92.5,2016,7,
PARIS EST,BELFORT,93.6,2016,7,
PARIS ST LAZARE,CHERBOURG,85.0,2016,7,
PARIS VAUGIRARD,GRANVILLE,92.2,2016,7,
BORDEAUX ST JEAN,NANTES,81.3,2016,8,
BOULOGNE,PARIS NORD,86.1,2016,8,
CHERBOURG,PARIS ST LAZARE,94.1,2016,8,
GRANVILLE,PARIS VAUGIRARD,88.3,2016,8,
LIMOGES,BORDEAUX ST JEAN,93.5,2016,8,
LYON PART DIEU,NANTES,86.0,2016,8,
NEVERS,PARIS BERCY,89.8,2016,8,
PARIS AUSTERLITZ,CERBERE,81.8,2016,8,
PARIS NORD,BOULOGNE,89.7,2016,8,
PARIS ST LAZARE,LE HAVRE,89.1,2016,8,
TOULOUSE MATABIAU,HENDAYE,79.8,2016,8,
BORDEAUX ST JEAN,LIMOGES,96.3,2016,9,
CAEN,PARIS ST LAZARE,90.2,2016,9,
CERBERE,PARIS AUSTERLITZ,97.8,2016,9,
CLERMONT FERRAND,PARIS BERCY,86.0,2016,9,
HENDAYE,TOULOUSE MATABIAU,90.7,2016,9,
LIMOGES,BORDEAUX ST JEAN,92.9,2016,9,
PARIS AUSTERLITZ,CERBERE,91.3,2016,9,
PARIS NORD,MAUBEUGE,86.8,2016,9,
ROUEN,PARIS ST LAZARE,95.1,2016,9,
AMIENS,PARIS NORD,89.4,2016,10,
BELFORT,PARIS EST,91.7,2016,10,
BOULOGNE,PARIS NORD,86.7,2016,10,
CLERMONT FERRAND,PARIS BERCY,84.5,2016,10,
HENDAYE,TOULOUSE MATABIAU,80.0,2016,10,
LE HAVRE,PARIS ST LAZARE,94.7,2016,10,
MAUBEUGE,PARIS NORD,93.2,2016,10,
NICE,BORDEAUX ST JEAN,62.5,2016,10,
PARIS AUSTERLITZ,ORLÉANS,69.3,2016,10,
PARIS ST LAZARE,CHERBOURG,84.5,2016,10,
PARIS ST LAZARE,ROUEN,91.4,2016,10,
TOULOUSE MATABIAU,HENDAYE,60.9,2016,10,
TROYES,PARIS EST,85.8,2016,10,
CLERMONT FERRAND,NÎMES,90.0,2016,11,
GRANVILLE,PARIS VAUGIRARD,82.1,2016,11,
LIMOGES,BORDEAUX ST JEAN,93.3,2016,11,
PARIS AUSTERLITZ,TOURS,72.6,2016,11,
PARIS NORD,BOULOGNE,89.5,2016,11,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,87.8,2016,11,
AMIENS,PARIS NORD,88.9,2016,12,
BELFORT,PARIS EST,91.5,2016,12,
BOURGES,PARIS AUSTERLITZ,70.5,2016,12,
GRANVILLE,PARIS VAUGIRARD,87.5,2016,12,
MAUBEUGE,PARIS NORD,93.0,2016,12,
NEVERS,PARIS BERCY,89.4,2016,12,
NICE,BORDEAUX ST JEAN,62.3,2016,12,
NÎMES,CLERMONT FERRAND,61.3,2016,12,
ORLÉANS,PARIS AUSTERLITZ,77.6,2016,12,
PARIS AUSTERLITZ,CERBERE,87.9,2016,12,
PARIS BERCY,CLERMONT FERRAND,93.0,2016,12,
PARIS BERCY,NEVERS,87.4,2016,12,
PARIS NORD,AMIENS,94.1,2016,12,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,64.1,2016,12,
TOURS,PARIS AUSTERLITZ,65.6,2016,12,
BORDEAUX ST JEAN,NICE,70.2,2017,1,
BORDEAUX ST JEAN,NANTES,81.3,2017,1,
CAEN,TOURS,82.1,2017,1,
LIMOGES,BORDEAUX ST JEAN,93.5,2017,1,
LYON PART DIEU,NANTES,86.0,2017,1,
PARIS AUSTERLITZ,BOURGES,87.1,2017,1,
PARIS NORD,MAUBEUGE,86.8,2017,1,
CAEN,PARIS ST LAZARE,89.7,2017,2,
CHERBOURG,PARIS ST LAZARE,93.3,2017,2,
LYON PART DIEU,NANTES,84.6,2017,2,
PARIS AUSTERLITZ,TOURS,70.9,2017,2,
PARIS BERCY,CLERMONT FERRAND,92.3,2017,2,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,61.1,2017,2,
PARIS VAUGIRARD,GRANVILLE,91.2,2017,2,
TOURS,PARIS AUSTERLITZ,62.6,2017,2,
BORDEAUX ST JEAN,NICE,69.4,2017,3,
BORDEAUX ST JEAN,LIMOGES,96.0,2017,3,
BORDEAUX ST JEAN,NANTES,80.5,2017,3,
HENDAYE,TOULOUSE MATABIAU,91.4,2017,3,
LIMOGES,BORDEAUX ST JEAN,93.3,2017,3,
MAUBEUGE,PARIS NORD,93.3,2017,3,
PARIS AUSTERLITZ,ORLÉANS,72.3,2017,3,
PARIS AUSTERLITZ,BOURGES,86.9,2017,3,
PARIS NORD,AMIENS,94.8,2017,3,
PARIS ST LAZARE,LE HAVRE,90.9,2017,3,
PARIS VAUGIRARD,GRANVILLE,92.1,2017,3,
TOULOUSE MATABIAU,HENDAYE,78.4,2017,3,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,89.0,2017,3,
CAEN,TOURS,81.8,2017,4,
CERBERE,PARIS AUSTERLITZ,,2017,4,
CHERBOURG,PARIS ST LAZARE,93.6,2017,4,
NANTES,LYON PART DIEU,88.7,2017,4,
NICE,BORDEAUX ST JEAN,62.3,2017,4,
PARIS AUSTERLITZ,TOURS,72.9,2017,4,
PARIS NORD,MAUBEUGE,85.4,2017,4,
PARIS ST LAZARE,LE HAVRE,90.2,2017,4,
PARIS ST LAZARE,ROUEN,91.1,2017,4,
TOURS,CAEN,81.7,2017,4,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,89.2,2017,4,
CLERMONT FERRAND,BÉZIERS,89.5,2014,6,
CAEN,PARIS ST LAZARE,86.7,2014,5,
NÎMES,CLERMONT FERRAND,90.0,2014,6,
NEVERS,PARIS BERCY,82.1,2014,6,
TROYES,PARIS EST,88.0,2014,5,
BORDEAUX ST JEAN,NANTES,87.3,2014,10,
CERBERE,PARIS AUSTERLITZ,88.6,2014,10,
NANTES,BORDEAUX ST JEAN,91.2,2014,9,
BOULOGNE,PARIS NORD,81.3,2014,10,
CAEN,PARIS ST LAZARE,90.4,2014,9,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,85.0,2014,5,
BORDEAUX ST JEAN,NICE,77.2,2014,4,
PARIS ST LAZARE,CAEN,94.5,2014,4,
BORDEAUX ST JEAN,LIMOGES,96.8,2014,5,
LIMOGES,BORDEAUX ST JEAN,75.0,2014,5,
PARIS NORD,AMIENS,92.9,2014,5,
NEVERS,PARIS BERCY,96.1,2014,5,
NEVERS,PARIS BERCY,92.0,2014,3,
CAEN,TOURS,94.9,2014,5,
TOURS,CAEN,92.6,2014,5,
TOULOUSE MATABIAU,HENDAYE,98.1,2014,9,
PARIS ST LAZARE,CHERBOURG,91.7,2014,9,
PARIS ST LAZARE,CHERBOURG,92.5,2014,8,
ORLÉANS,PARIS AUSTERLITZ,91.0,2014,8,
PARIS BERCY,CLERMONT FERRAND,95.4,2014,8,
CLERMONT FERRAND,BÉZIERS,96.7,2014,9,
NICE,BORDEAUX ST JEAN,80.5,2014,8,
TROYES,PARIS EST,88.5,2014,8,
NANTES,LYON PART DIEU,100.0,2014,9,
PARIS AUSTERLITZ,CERBERE,90.1,2014,10,
TOURS,PARIS AUSTERLITZ,73.2,2014,10,
PARIS NORD,MAUBEUGE,87.1,2014,10,
BÉZIERS,CLERMONT FERRAND,93.3,2014,11,
NEVERS,PARIS BERCY,88.8,2014,10,
PARIS EST,BELFORT,86.7,2014,10,
NANTES,LYON PART DIEU,100.0,2014,10,
PARIS AUSTERLITZ,ORLÉANS,77.7,2014,12,
PARIS AUSTERLITZ,CERBERE,83.2,2014,12,
BORDEAUX ST JEAN,NANTES,88.1,2014,12,
BORDEAUX ST JEAN,NICE,70.6,2014,12,
LE HAVRE,PARIS ST LAZARE,87.4,2014,12,
CHERBOURG,PARIS ST LAZARE,87.2,2014,12,
LYON PART DIEU,NANTES,85.7,2014,12,
PARIS NORD,MAUBEUGE,88.6,2014,12,
NEVERS,PARIS BERCY,83.6,2014,12,
BÉZIERS,CLERMONT FERRAND,100.0,2014,12,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,82.9,2014,11,
PARIS AUSTERLITZ,ORLÉANS,79.8,2014,11,
PARIS AUSTERLITZ,CERBERE,89.5,2014,11,
PARIS AUSTERLITZ,BOURGES,88.9,2014,11,
CHERBOURG,PARIS ST LAZARE,92.5,2014,11,
BOURGES,PARIS AUSTERLITZ,81.5,2014,11,
PARIS ST LAZARE,CAEN,86.8,2014,11,
NEVERS,PARIS BERCY,95.2,2014,11,
PARIS EST,BELFORT,88.1,2014,11,
CAEN,TOURS,86.6,2014,11,
PARIS ST LAZARE,LE HAVRE,87.3,2014,12,
LE HAVRE,PARIS ST LAZARE,91.2,2015,1,
PARIS ST LAZARE,ROUEN,90.8,2014,12,
PARIS ST LAZARE,CAEN,85.1,2014,12,
MAUBEUGE,PARIS NORD,95.2,2015,1,
NANTES,LYON PART DIEU,92.9,2015,1,
TROYES,PARIS EST,90.4,2014,12,
LIMOGES,BORDEAUX ST JEAN,100.0,2015,1,
PARIS AUSTERLITZ,TOURS,86.7,2015,8,
PARIS VAUGIRARD,GRANVILLE,93.9,2015,7,
HENDAYE,TOULOUSE MATABIAU,92.9,2015,8,
PARIS BERCY,CLERMONT FERRAND,71.7,2015,8,
NANTES,LYON PART DIEU,89.5,2015,8,
PARIS BERCY,NEVERS,80.8,2015,8,
PARIS EST,BELFORT,91.5,2015,8,
BELFORT,PARIS EST,95.1,2015,8,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,92.9,2015,4,
PARIS AUSTERLITZ,BOURGES,91.8,2015,4,
BORDEAUX ST JEAN,NANTES,91.5,2015,5,
PARIS ST LAZARE,CHERBOURG,90.4,2015,4,
PARIS ST LAZARE,ROUEN,92.8,2015,4,
PARIS BERCY,CLERMONT FERRAND,92.1,2015,4,
CLERMONT FERRAND,BÉZIERS,96.7,2015,4,
BORDEAUX ST JEAN,LIMOGES,90.0,2015,4,
BÉZIERS,CLERMONT FERRAND,93.5,2015,5,
CAEN,PARIS ST LAZARE,92.4,2015,4,
PARIS AUSTERLITZ,CERBERE,92.6,2015,5,
PARIS AUSTERLITZ,BOURGES,88.9,2015,5,
PARIS ST LAZARE,LE HAVRE,91.5,2015,5,
HENDAYE,TOULOUSE MATABIAU,96.9,2015,5,
GRANVILLE,PARIS VAUGIRARD,94.2,2015,5,
CHERBOURG,PARIS ST LAZARE,94.5,2015,5,
CLERMONT FERRAND,NÎMES,93.8,2015,5,
PARIS NORD,AMIENS,86.3,2015,5,
NÎMES,CLERMONT FERRAND,96.0,2015,5,
PARIS EST,TROYES,94.9,2015,5,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,94.9,2015,1,
BORDEAUX ST JEAN,NANTES,93.8,2015,2,
TOURS,PARIS AUSTERLITZ,91.9,2015,1,
NICE,BORDEAUX ST JEAN,88.8,2015,1,
PARIS NORD,BOULOGNE,66.0,2015,1,
PARIS NORD,AMIENS,65.8,2015,1,
BOULOGNE,PARIS NORD,92.0,2015,2,
PARIS EST,TROYES,93.8,2015,1,
GRANVILLE,PARIS VAUGIRARD,89.7,2015,6,
TOURS,PARIS AUSTERLITZ,94.7,2015,5,
NICE,BORDEAUX ST JEAN,62.7,2015,6,
CAEN,PARIS ST LAZARE,92.6,2015,6,
NEVERS,PARIS BERCY,90.3,2015,6,
BOURGES,PARIS AUSTERLITZ,89.0,2015,4,
PARIS ST LAZARE,CAEN,89.7,2015,3,
LYON PART DIEU,NANTES,87.6,2015,4,
NICE,BORDEAUX ST JEAN,82.5,2015,4,
LYON PART DIEU,NANTES,87.1,2015,3,
PARIS NORD,AMIENS,83.8,2015,4,
BOULOGNE,PARIS NORD,90.7,2015,4,
PARIS BERCY,NEVERS,87.9,2015,3,
PARIS EST,TROYES,94.0,2015,4,
NEVERS,PARIS BERCY,89.9,2015,4,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,89.6,2014,11,
PARIS ST LAZARE,CHERBOURG,84.5,2014,11,
CERBERE,PARIS AUSTERLITZ,74.6,2014,12,
BOURGES,PARIS AUSTERLITZ,78.3,2014,12,
BORDEAUX ST JEAN,LIMOGES,83.9,2014,12,
PARIS NORD,MAUBEUGE,90.1,2014,11,
CAEN,PARIS ST LAZARE,89.2,2014,12,
PARIS NORD,AMIENS,80.6,2014,11,
BELFORT,PARIS EST,86.3,2014,12,
TROYES,PARIS EST,86.0,2014,11,
PARIS ST LAZARE,CHERBOURG,91.9,2014,1,
CHERBOURG,PARIS ST LAZARE,93.9,2014,1,
LE HAVRE,PARIS ST LAZARE,90.8,2014,1,
BÉZIERS,CLERMONT FERRAND,100.0,2016,7,
BOULOGNE,PARIS NORD,85.6,2016,7,
CAEN,TOURS,82.1,2016,7,
CLERMONT FERRAND,BÉZIERS,96.2,2016,7,
HENDAYE,TOULOUSE MATABIAU,91.4,2016,7,
LE HAVRE,PARIS ST LAZARE,93.6,2016,7,
ORLÉANS,PARIS AUSTERLITZ,70.0,2016,7,
PARIS BERCY,NEVERS,87.4,2016,7,
PARIS EST,TROYES,80.4,2016,7,
PARIS ST LAZARE,ROUEN,90.0,2016,7,
TOURS,CAEN,82.0,2016,7,
TOURS,PARIS AUSTERLITZ,66.9,2016,7,
TROYES,PARIS EST,84.8,2016,7,
BÉZIERS,CLERMONT FERRAND,100.0,2016,8,
BORDEAUX ST JEAN,LIMOGES,96.8,2016,8,
CLERMONT FERRAND,NÎMES,84.2,2016,8,
CLERMONT FERRAND,BÉZIERS,91.7,2016,8,
NICE,BORDEAUX ST JEAN,61.5,2016,8,
PARIS AUSTERLITZ,BOURGES,86.7,2016,8,
PARIS NORD,AMIENS,93.5,2016,8,
PARIS ST LAZARE,CHERBOURG,85.0,2016,8,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,77.2,2016,8,
PARIS VAUGIRARD,GRANVILLE,91.9,2016,8,
ROUEN,PARIS ST LAZARE,94.3,2016,8,
TOURS,PARIS AUSTERLITZ,65.6,2016,8,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,92.6,2016,8,
TROYES,PARIS EST,83.4,2016,8,
AMIENS,PARIS NORD,89.5,2016,9,
BÉZIERS,CLERMONT FERRAND,100.0,2016,9,
CHERBOURG,PARIS ST LAZARE,93.8,2016,9,
NÎMES,CLERMONT FERRAND,60.0,2016,9,
PARIS AUSTERLITZ,ORLÉANS,70.7,2016,9,
PARIS EST,BELFORT,94.9,2016,9,
PARIS EST,TROYES,83.5,2016,9,
TOURS,CAEN,81.7,2016,9,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,89.0,2016,9,
BOURGES,PARIS AUSTERLITZ,72.3,2016,10,
CLERMONT FERRAND,NÎMES,90.3,2016,10,
GRANVILLE,PARIS VAUGIRARD,88.5,2016,10,
LYON PART DIEU,NANTES,86.0,2016,10,
NANTES,LYON PART DIEU,89.4,2016,10,
NANTES,BORDEAUX ST JEAN,72.9,2016,10,
PARIS AUSTERLITZ,CERBERE,92.5,2016,10,
PARIS AUSTERLITZ,BOURGES,88.7,2016,10,
PARIS ST LAZARE,LE HAVRE,90.7,2016,10,
ROUEN,PARIS ST LAZARE,95.1,2016,10,
TOURS,CAEN,82.3,2016,10,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,89.2,2016,10,
AMIENS,PARIS NORD,88.8,2016,11,
BORDEAUX ST JEAN,LIMOGES,95.5,2016,11,
CERBERE,PARIS AUSTERLITZ,98.3,2016,11,
CHERBOURG,PARIS ST LAZARE,93.7,2016,11,
LYON PART DIEU,NANTES,84.9,2016,11,
NANTES,BORDEAUX ST JEAN,74.4,2016,11,
PARIS NORD,AMIENS,94.2,2016,11,
PARIS ST LAZARE,LE HAVRE,90.1,2016,11,
TOULOUSE MATABIAU,HENDAYE,,2016,11,
TROYES,PARIS EST,83.8,2016,11,
BORDEAUX ST JEAN,NANTES,81.3,2016,12,
LYON PART DIEU,NANTES,86.4,2016,12,
PARIS EST,TROYES,83.5,2016,12,
TOURS,CAEN,82.3,2016,12,
BELFORT,PARIS EST,91.6,2017,1,
BOULOGNE,PARIS NORD,86.6,2017,1,
CHERBOURG,PARIS ST LAZARE,94.0,2017,1,
NANTES,LYON PART DIEU,89.1,2017,1,
NANTES,BORDEAUX ST JEAN,74.7,2017,1,
NICE,BORDEAUX ST JEAN,62.7,2017,1,
PARIS BERCY,NEVERS,87.9,2017,1,
PARIS NORD,BOULOGNE,89.9,2017,1,
TOURS,CAEN,82.3,2017,1,
TROYES,PARIS EST,87.0,2017,1,
TOURS,PARIS AUSTERLITZ,82.1,2015,6,
PARIS ST LAZARE,CAEN,85.1,2015,7,
LYON PART DIEU,NANTES,76.9,2015,7,
CAEN,PARIS ST LAZARE,93.3,2015,7,
AMIENS,PARIS NORD,76.7,2015,7,
NANTES,LYON PART DIEU,87.5,2015,6,
TOURS,CAEN,77.4,2015,7,
TOURS,CAEN,91.7,2015,6,
PARIS AUSTERLITZ,ORLÉANS,79.5,2015,1,
PARIS AUSTERLITZ,TOURS,83.7,2014,12,
PARIS AUSTERLITZ,TOURS,85.2,2015,1,
PARIS BERCY,CLERMONT FERRAND,91.0,2015,1,
TOURS,PARIS AUSTERLITZ,78.3,2014,11,
ROUEN,PARIS ST LAZARE,91.4,2014,11,
BOULOGNE,PARIS NORD,76.3,2014,12,
BOULOGNE,PARIS NORD,93.0,2015,1,
AMIENS,PARIS NORD,62.2,2015,1,
TOURS,CAEN,81.7,2014,11,
BORDEAUX ST JEAN,LIMOGES,96.8,2014,1,
PARIS NORD,MAUBEUGE,92.5,2014,1,
BELFORT,PARIS EST,91.1,2014,1,
BÉZIERS,CLERMONT FERRAND,100.0,2014,1,
PARIS AUSTERLITZ,CERBERE,92.1,2014,4,
PARIS ST LAZARE,LE HAVRE,91.4,2014,4,
ORLÉANS,PARIS AUSTERLITZ,84.4,2014,4,
BORDEAUX ST JEAN,NICE,95.1,2014,5,
LE HAVRE,PARIS ST LAZARE,93.1,2014,5,
MAUBEUGE,PARIS NORD,93.9,2014,4,
NÎMES,CLERMONT FERRAND,82.4,2014,5,
BOULOGNE,PARIS NORD,91.7,2014,4,
AMIENS,PARIS NORD,94.2,2014,5,
PARIS EST,BELFORT,96.2,2014,4,
PARIS AUSTERLITZ,TOURS,87.4,2014,3,
ORLÉANS,PARIS AUSTERLITZ,84.0,2014,3,
PARIS VAUGIRARD,GRANVILLE,89.4,2014,4,
GRANVILLE,PARIS VAUGIRARD,96.2,2014,4,
LE HAVRE,PARIS ST LAZARE,92.0,2014,4,
NICE,BORDEAUX ST JEAN,77.2,2014,3,
NÎMES,CLERMONT FERRAND,96.9,2014,3,
BELFORT,PARIS EST,94.2,2014,4,
TOURS,CAEN,88.5,2014,4,
BORDEAUX ST JEAN,LIMOGES,100.0,2014,4,
PARIS AUSTERLITZ,BOURGES,88.3,2014,9,
ORLÉANS,PARIS AUSTERLITZ,77.0,2014,10,
BORDEAUX ST JEAN,NANTES,89.7,2014,9,
HENDAYE,TOULOUSE MATABIAU,95.2,2014,10,
CLERMONT FERRAND,PARIS BERCY,92.5,2014,10,
PARIS ST LAZARE,CAEN,88.9,2014,9,
PARIS NORD,BOULOGNE,95.2,2014,9,
BÉZIERS,CLERMONT FERRAND,93.3,2014,9,
PARIS NORD,BOULOGNE,83.3,2014,10,
PARIS BERCY,NEVERS,82.1,2014,10,
TOULOUSE MATABIAU,HENDAYE,85.9,2014,6,
ORLÉANS,PARIS AUSTERLITZ,92.7,2014,5,
PARIS VAUGIRARD,GRANVILLE,82.0,2014,6,
TOURS,PARIS AUSTERLITZ,94.1,2014,5,
PARIS BERCY,CLERMONT FERRAND,83.2,2014,6,
NANTES,BORDEAUX ST JEAN,85.0,2014,6,
MAUBEUGE,PARIS NORD,91.2,2014,6,
CAEN,PARIS ST LAZARE,87.1,2014,6,
PARIS AUSTERLITZ,CERBERE,100.0,2014,5,
LIMOGES,BORDEAUX ST JEAN,100.0,2014,6,
PARIS ST LAZARE,LE HAVRE,88.7,2014,2,
CERBERE,PARIS AUSTERLITZ,91.6,2014,2,
LE HAVRE,PARIS ST LAZARE,91.4,2014,2,
TOURS,PARIS AUSTERLITZ,87.4,2014,2,
PARIS ST LAZARE,CAEN,88.1,2014,2,
PARIS NORD,MAUBEUGE,92.0,2014,2,
LYON PART DIEU,NANTES,87.5,2014,3,
ROUEN,PARIS ST LAZARE,93.9,2014,3,
BOULOGNE,PARIS NORD,90.9,2014,3,
CLERMONT FERRAND,BÉZIERS,100.0,2014,3,
TOULOUSE MATABIAU,HENDAYE,79.3,2014,7,
CERBERE,PARIS AUSTERLITZ,93.1,2014,8,
CHERBOURG,PARIS ST LAZARE,91.8,2014,8,
CHERBOURG,PARIS ST LAZARE,93.5,2014,7,
TOURS,PARIS AUSTERLITZ,79.2,2014,6,
BORDEAUX ST JEAN,LIMOGES,96.8,2014,7,
PARIS BERCY,NEVERS,93.1,2014,8,
BELFORT,PARIS EST,90.2,2014,7,
